Tiempo_s,Valor
9.85702600000054,0.1265
9.88484799999744,1.672
9.90542599999905,3.084125
9.92493899999559,3.0965
9.94421299999952,3.09375
9.96778299999982,0.350625
9.98740299999714,0.125125
10.0076319999993,0.12375
10.0283069999963,1.661
10.0483310000002,3.0855
10.0701779999956,3.089625
10.0926909999996,3.091
10.1153859999999,0.457875
10.1368859999999,0.1265
10.1577959999964,0.12375
10.1782039999962,1.8865
10.2063849999979,3.0855
10.2344629999995,3.0965
10.2597430000007,3.09925
10.2816829999983,0.46475
10.3069460000023,0.122375
10.3311969999969,0.121
10.356060999997,1.750375
10.3782709999979,3.0855
10.4080340000018,3.091
10.4316950000003,3.092375
10.4555569999963,0.405625
10.4850970000029,0.125125
10.5116000000015,0.12375
10.5363709999993,1.711875
10.5608680000007,3.0745
10.5870520000011,3.09375
10.6069689999968,1.632125
10.6312599999979,1.750375
10.6588640000001,1.71325
10.6910169999972,1.733875
10.7225939999968,1.7985
10.7561449999958,2.256375
10.7986459999979,1.57575
10.8410729999989,1.599125
10.8824799999967,1.77375
10.9258280000016,1.66375
10.9542639999986,1.82875
10.9800700000003,1.794375
11.0101569999978,1.66925
11.0454289999977,1.694
11.0881379999965,1.788875
11.1267540000007,1.681625
11.1570539999977,1.7765
11.1858989999965,1.648625
11.2107459999993,1.72975
11.2341770000011,1.7105
11.264436999999,1.725625
11.289611999996,1.73525
11.3129530000016,1.63075
11.3385890000015,1.36675
11.3612719999999,3.09375
11.3883500000015,3.0855
11.4162339999974,3.095125
11.4401469999999,3.095125
11.4637220000029,3.09375
11.4886850000024,0.592625
11.5119739999995,0.11275
11.5396920000017,0.122375
11.5613769999966,0.8525
11.5916309999973,1.068375
11.6209530000016,1.28975
11.6443849999979,1.00375
11.6691660000011,1.79025
11.6923549999967,1.538625
11.7135260000005,1.4685
11.7463170000017,1.74625
11.7779469999969,1.71875
11.8066909999996,1.692625
11.8360279999971,1.59225
11.8613940000013,1.692625
11.9091620000005,1.376375
11.9450040000007,0.5225
12.017126000002,1.6225
12.094137000002,1.617
12.1734799999967,1.395625
12.250137000002,0.842875
12.3421909999996,0.224125
12.4211499999985,0.119625
12.5010459999964,0.11825
12.5766700000018,1.665125
12.6534549999982,1.7105
12.748949000001,1.76275
12.8241829999983,1.65275
12.9016669999957,0.114125
12.9785590000004,3.084125
13.0724099999964,3.08275
13.1511649999991,2.5135
13.229574000001,2.121625
13.3089169999957,2.10925
13.3876630000025,2.187625
13.4666059999987,2.92875
13.5553069999963,2.651
13.6355,2.872375
13.7172540000007,1.7325
13.7925239999965,1.731125
13.8693339999989,3.0965
13.950123999998,3.097875
14.0419579999968,1.247125
14.1208470000029,0.13475
14.2003500000015,0.133375
14.277938000001,2.1175
14.3553489999995,3.084125
14.4366209999993,3.091
14.5260319999978,2.73625
14.6032819999978,0.473
14.6825710000023,0.13475
14.7596269999966,0.130625
14.8510309999958,1.92225
14.9304640000015,3.084125
15.0073809999973,3.095125
15.0874139999971,2.319625
15.1693379999995,1.6335
15.2456269999966,1.76
15.3404139999971,0.147125
15.418811999999,1.684375
15.4959469999969,2.882
15.5736309999973,3.092375
15.6516150000021,1.786125
15.7303610000014,0.132
15.8335260000005,0.130625
15.9019739999995,0.12925
15.9798090000004,2.31825
16.0591059999987,3.08825
16.1389849999994,3.09925
16.2178460000008,2.688125
16.3127390000001,3.081375
16.3915380000025,3.091
16.4716779999956,2.996125
16.5524710000008,1.670625
16.6364659999982,1.7765
16.7096819999963,2.156
16.7938659999967,2.8435
16.8704799999967,3.081375
16.959751000002,3.09375
17.0364750000015,3.01675
17.1160890000016,1.656875
17.1939429999962,1.86725
17.2744670000002,2.29625
17.3533470000029,2.90675
17.4350759999976,3.08
17.5111000000015,3.0965
17.606175999999,3.0745
17.6843839999959,1.683
17.7626489999965,1.83975
17.8418289999962,2.3045
17.9201819999963,2.89575
17.9965080000013,3.0855
18.0899820000008,3.091
18.1704659999982,3.067625
18.2472800000012,1.68025
18.3297899999991,1.794375
18.416688000001,1.637625
18.4946209999993,1.74625
18.5737660000026,1.835625
18.6514549999982,1.799875
18.7297719999999,1.846625
18.8091850000024,1.72425
18.9022070000023,1.728375
18.9778699999973,1.769625
19.0538680000007,1.738
19.1329570000023,1.876875
19.2245209999979,1.937375
19.302611999996,1.852125
19.3819769999981,1.771
19.4584200000018,1.75725
19.5364759999961,1.80125
19.6301569999978,1.7655
19.8003699999973,1.8535
19.8369629999995,1.848
19.8695890000016,1.8315
19.9409729999974,1.794375
20.0350829999968,1.75175
20.1160989999995,1.78475
20.1904579999968,1.78475
20.2666110000014,1.716
20.3594209999964,1.87
20.4391309999973,1.725625
20.5179609999955,1.79575
20.5980920000002,1.750375
20.673674999997,1.7985
20.7657899999991,1.71875
20.8428980000019,1.66375
20.9190150000006,1.749
20.9956459999979,1.83425
21.0737149999961,1.804
21.1692749999985,1.744875
21.2446059999987,1.786125
21.3225579999983,1.670625
21.4015309999958,1.81225
21.4928280000016,1.868625
21.570512000002,1.826
21.6505199999958,1.659625
21.7296220000014,1.738
21.8058039999977,1.7765
21.8835670000017,1.709125
21.9789820000008,1.753125
22.0543699999973,1.76
22.1325679999962,1.747625
22.208637000002,1.65825
22.3011300000027,1.72975
22.3771469999999,1.758625
22.4552070000023,1.684375
22.5352030000016,1.727
22.6258069999963,1.805375
22.7047529999986,1.808125
22.7818919999972,1.687125
22.8592939999998,1.72425
22.9385429999977,1.7655
23.0310389999971,1.629375
23.109186999999,1.764125
23.1860469999984,1.8645
23.2665089999959,1.815
23.3406969999969,1.70225
23.4369979999959,1.73525
23.5135670000017,1.775125
23.59275,1.67475
23.6690820000023,1.71875
23.7471140000001,1.830125
23.8388800000027,1.826
23.916862999998,1.716
23.9952049999982,1.70775
24.0737320000008,1.74625
24.151262000002,1.6555
24.245498999998,1.648625
24.3227390000001,0.119625
24.4003570000008,0.119625
24.4761969999969,1.31175
24.5551799999997,2.99475
24.649938000001,3.089625
24.7286110000014,3.095125
24.8063910000026,1.155
24.8849420000017,0.11825
24.9639130000025,0.1155
25.0541609999985,1.101375
25.1344169999957,3.04425
25.2114689999968,3.0965
25.2875199999958,3.0965
25.3792529999986,1.62525
25.4556999999955,0.11825
25.5334209999964,0.119625
25.6141609999985,0.64075
25.6931080000028,2.85725
25.7713570000008,3.09375
25.8665700000003,3.091
25.9409539999962,1.54275
26.0180780000016,0.119625
26.0971520000026,0.11825
26.1754319999963,0.4895
26.2679139999971,1.6775
26.3451510000005,0.796125
26.4235260000005,1.78475
26.502938000001,1.60325
26.5805209999979,1.78475
26.673935999997,0.11275
26.7544120000005,0.1155
26.8349289999977,1.716
26.910199000001,3.084125
26.9870989999995,1.788875
27.0683790000007,1.684375
27.1591309999973,1.64725
27.235560999997,1.764125
27.3155160000026,1.706375
27.3911669999957,0.136125
27.4704809999987,1.76
27.564123999998,0.1375
27.6402599999979,0.13475
27.717799999997,0.13475
27.7947039999962,0.133375
27.8863029999956,0.133375
27.9638720000014,2.4035
28.0411999999955,3.08825
28.1184560000002,3.0855
28.2125239999965,3.078625
28.2902880000025,0.671
28.3685579999983,0.130625
28.4453280000016,0.69025
28.5231089999974,2.81875
28.6188329999968,3.08825
28.6980459999964,3.089625
28.7753509999961,3.08275
28.8527870000005,0.53075
28.9343500000015,0.133375
29.0112629999965,0.130625
29.1014389999956,2.50525
29.1795839999989,3.0855
29.2566410000026,3.091
29.3345939999968,3.07175
29.4279090000018,0.353375
29.5063589999974,0.12925
29.5832559999973,0.132
29.6611559999958,1.846625
29.741111999996,3.075875
29.8189649999961,3.097875
29.9096269999966,3.0745
29.9871679999977,0.479875
30.0677390000001,0.1265
30.145563000001,0.127875
30.2373069999963,1.571625
30.3157210000008,3.034625
30.3902290000021,3.08275
30.4687100000009,3.078625
30.5592220000029,0.7645
30.6370040000007,0.127875
30.7172049999982,0.127875
30.793611999996,1.46025
30.8718859999999,3.031875
30.9683940000013,3.089625
31.0449420000017,3.0855
31.1232770000026,1.1715
31.2014139999971,0.1265
31.2810850000009,0.12925
31.3706449999958,1.2045
31.4496049999967,2.935625
31.5287719999999,3.086875
31.6066709999964,3.0855
31.6842030000016,1.276
31.7620769999996,0.1265
31.8552330000028,0.12925
31.9345989999995,0.75625
32.01225,2.80225
32.0886169999987,3.08825
32.1690729999989,3.0855
32.2617089999989,1.560625
32.3400679999962,0.12375
32.4183460000008,0.125125
32.4944329999983,0.3025
32.585924999997,3.08
32.6660050000027,1.7545
32.740050999999,1.771
32.8194659999982,3.089625
32.9081770000011,3.091
32.9776529999971,2.564375
33.0713709999993,2.27425
33.1453709999993,3.07175
33.2241070000008,3.0855
33.3033179999962,3.089625
33.3958949999958,1.739375
33.4714699999988,0.125125
33.550175999999,0.12375
33.6250879999995,0.125125
33.7173339999989,1.244375
33.7950099999979,2.65925
33.8725129999965,3.06075
33.9521049999967,1.91675
34.02975,0.188375
34.1230659999996,0.1265
34.2022910000011,0.122375
34.2780549999997,1.661
34.3550459999964,2.937
34.4344270000011,3.081375
34.5267459999993,2.618
34.603313000001,0.5885
34.6840129999965,0.119625
34.7617299999967,0.121
34.8404560000002,1.672
34.9338549999967,2.9645
35.0107779999971,3.08
35.0878709999993,3.084125
35.1659530000016,0.9625
35.244050999999,0.121
35.3367459999993,0.11825
35.4164579999968,1.66375
35.4905399999991,2.891625
35.5709160000011,3.0855
35.6593839999959,3.084125
35.7366199999973,0.9955
35.8132129999995,0.122375
35.891300999999,0.121
35.9853949999958,1.50975
36.0637109999955,2.98375
36.1439389999956,2.7995
36.2217939999998,2.08175
36.3007829999998,1.331
36.3761199999973,0.584375
36.469063000001,0.66275
36.5492819999978,1.45475
36.6234020000026,2.21375
36.7036590000018,2.767875
36.7965909999982,2.453
36.8722910000011,1.39425
36.9510399999991,0.114125
37.0326049999967,0.114125
37.1063379999995,1.20725
37.2009289999977,2.902625
37.2782039999962,3.081375
37.3549409999996,3.0855
37.4309919999987,1.568875
37.5245029999986,0.119625
37.6031440000013,0.116875
37.6821059999987,0.42625
37.7636429999992,2.71425
37.8406950000003,3.0855
37.919699000001,3.0855
37.998751000002,1.945625
38.0885749999955,0.1155
38.1660799999982,0.11825
38.2429329999983,0.122375
38.3218210000023,2.2825
38.4165689999983,3.08
38.4960370000005,3.08825
38.5728959999979,2.15875
38.6503259999976,0.1155
38.7284469999969,0.1155
38.8069130000025,0.116875
38.9020219999999,2.695
38.9783940000013,3.091
39.0570659999996,3.091
39.1350899999961,2.673
39.2127019999996,0.11825
39.3049640000015,0.1155
39.3808779999986,0.114125
39.4579699999988,2.58225
39.5385549999997,3.08275
39.6296779999956,3.08825
39.7060209999979,2.743125
39.7864279999957,0.114125
39.8665209999979,0.1375
39.9412990000024,0.14025
40.033611999996,2.32925
40.1099519999996,3.08275
40.1871719999984,3.08825
40.2677400000021,2.960375
40.3459549999982,0.13475
40.4363310000002,0.132
40.516074000001,0.132
40.5918819999993,1.9195
40.6711389999986,3.078625
40.7512880000025,3.09375
40.8441169999987,3.0855
40.9244010000005,0.45925
41.0027149999961,0.12925
41.0831850000024,0.12925
41.1570960000008,1.71325
41.235324000001,3.08
41.3298680000007,3.091
41.4064959999993,3.092375
41.4856819999963,0.785125
41.5621159999967,0.127875
41.6423060000017,1.648625
41.7212119999975,1.755875
41.8016929999962,1.59775
41.8978859999999,1.63075
41.9741000000015,2.376
42.0546049999967,3.04425
42.1385029999986,3.08825
42.2108189999983,3.08825
42.302936999999,2.457125
42.381876000002,1.79025
42.4560590000004,2.10375
42.5340459999964,2.6015
42.6111559999958,3.06625
42.7074069999978,3.084125
42.7859099999964,3.092375
42.8634209999964,2.63725
42.9409299999997,1.7545
43.0201330000013,2.167
43.1009209999964,2.60425
43.1798729999959,3.00575
43.272873999998,3.08275
43.3496429999992,3.092375
43.4265909999982,1.68025
43.5050670000017,1.7105
43.5981229999959,3.08825
43.6777039999962,3.092375
43.7552419999987,2.410375
43.8335169999972,0.12375
43.912061999999,0.122375
43.9899570000023,0.779625
44.0823269999996,3.031875
44.1604820000008,3.0855
44.2389439999983,3.091
44.3157669999972,2.34575
44.3920359999984,0.12375
44.4877990000024,0.1265
44.5651400000006,0.12925
44.6407749999985,2.151875
44.7199389999956,2.08725
44.7999930000007,2.688125
44.8913640000001,1.71325
44.9712019999996,1.77375
45.0466510000005,2.948
45.1234710000008,2.646875
45.2158069999963,1.72425
45.2934739999995,1.678875
45.3717980000004,2.44475
45.450060999997,2.9755
45.527736999996,3.08
45.6185230000019,3.086875
45.6970399999991,3.089625
45.774800999999,1.739375
45.8548219999969,2.002
45.9343390000016,2.3925
46.0124799999967,2.607
46.1062829999998,2.935625
46.186186999999,3.08275
46.266074000001,3.08
46.3456679999977,1.703625
46.423688000001,1.648625
46.502262000002,1.857625
46.5807449999973,2.26325
46.6715529999956,1.676125
46.7514820000008,1.7545
46.8284720000029,1.61975
46.90775,1.670625
46.987998999998,3.095125
47.0674759999961,3.089625
47.1586209999993,3.089625
47.237751000002,1.48225
47.3154909999967,0.12375
47.3909450000003,0.121
47.4840190000013,1.728375
47.5652669999972,3.062125
47.640387000002,3.0855
47.7181499999985,3.08
47.7978599999994,0.484
47.8761660000011,0.12375
47.9680899999961,0.125125
48.0481979999989,0.925375
48.1248849999979,2.8545
48.2045569999963,3.08825
48.283185999997,3.086875
48.360924999997,0.70675
48.4547730000019,0.119625
48.5335859999955,0.116875
48.6082259999961,1.071125
48.6875759999976,2.99475
48.7685569999963,3.084125
48.8591730000004,3.089625
48.9360040000007,1.04225
49.0160600000024,0.122375
49.0933100000024,0.121
49.1718859999999,1.19625
49.265887000002,3.045625
49.3418519999981,3.089625
49.4189420000017,3.095125
49.4948210000023,1.236125
49.586174999997,0.125125
49.665262000002,0.12375
49.741861999996,0.886875
49.8202210000008,2.93975
49.8995909999982,3.089625
49.9883159999996,3.086875
50.066199000001,1.287
50.1434010000005,0.11825
50.2370859999955,0.11825
50.3158449999988,0.6435
50.3918690000027,2.8655
50.4681290000007,3.092375
50.5625419999957,3.091
50.6381080000028,1.516625
50.717762000002,0.11825
50.7937849999964,0.11275
50.873387000002,0.675125
50.9671489999965,3.036
51.0464839999974,3.0855
51.1231639999971,3.089625
51.2020309999958,1.524875
51.2787580000013,0.119625
51.3705560000017,0.119625
51.4496400000006,0.836
51.5289130000025,2.886125
51.605199000001,3.084125
51.6845909999982,3.0855
51.7614149999991,1.656875
51.8551779999956,0.116875
51.9345909999982,0.119625
52.010498999998,0.691625
52.0862719999999,2.78025
52.1671569999978,3.08825
52.2602929999977,3.091
52.3355450000018,1.687125
52.4160380000025,0.1155
52.490126000002,0.1155
52.570311999999,0.768625
52.6639160000011,2.85725
52.7413249999955,3.0855
52.8195659999996,3.0855
52.9006840000004,1.736625
52.9749659999982,0.11275
53.0680399999991,0.1155
53.1465139999986,0.633875
53.2197049999982,2.858625
53.3005789999962,3.081375
53.391361999996,3.08825
53.4708989999965,1.8205
53.5503549999967,0.132
53.6244439999983,0.1375
53.7184029999971,0.4455
53.7941220000014,2.75825
53.8702880000025,3.08825
53.9502220000029,3.091
54.0304909999967,1.727
54.1210089999959,0.130625
54.2004509999976,0.130625
54.2779399999976,0.279125
54.3552980000004,2.62075
54.4488790000007,3.086875
54.5259169999957,3.0855
54.6038849999979,1.692625
54.6817019999996,0.130625
54.7585169999972,0.12925
54.8392060000002,0.611875
54.9330970000029,2.89575
55.0082809999958,3.08275
55.0871150000021,3.091
55.166300999999,1.8095
55.243199000001,0.12925
55.3346689999998,0.1265
55.4122699999958,0.693
55.4891080000028,2.688125
55.5691110000014,3.084125
55.6489469999969,3.089625
55.7417540000007,1.733875
55.8209160000011,0.12925
55.9021700000018,0.133375
55.9766689999998,0.474375
56.0557690000012,2.60975
56.1355989999995,3.08
56.2160410000011,2.332
56.3097199999988,3.03875
56.3880040000007,3.078625
56.4657039999962,3.092375
56.541561999999,2.6235
56.619435999997,1.76
56.7128519999981,2.13125
56.7916489999965,2.563
56.8685029999986,3.0745
56.9508449999988,3.08
57.0244099999964,3.084125
57.1044209999964,2.704625
57.1989930000007,1.830125
57.2736679999977,1.645875
57.352612999998,1.68025
57.4309499999955,3.075875
57.5244570000023,3.08275
57.6047599999979,3.086875
57.6836539999992,2.239875
57.7635729999989,1.747625
57.8389790000021,1.9085
57.9164409999996,2.48325
58.0068910000026,3.04425
58.0846220000014,3.081375
58.1603900000006,3.08825
58.23775,2.43375
58.3297889999971,1.68025
58.4103650000021,1.99925
58.486799999997,2.47225
58.5658439999968,3.003
58.6457749999985,3.08
58.7232280000001,3.08825
58.816486999996,2.234375
58.8948790000007,2.0075
58.9742070000023,1.837
59.0510279999971,2.53
59.1316459999979,0.738375
59.2242650000006,1.18525
59.3016689999998,1.42175
59.3776059999987,1.8975
59.4545219999999,1.662375
59.547487999998,1.692625
59.6265789999962,1.794375
59.7055909999982,1.139875
59.7843540000021,1.78475
59.8631150000021,3.08825
59.9406469999999,2.31275
