Tiempo (s),Voltaje (V)
0.544592999994755,0.700581961777061
9.1886589999944,3.07412924151868
9.30449799999595,0.900199088093359
9.34979999999702,3.06448590208311
9.43851099999994,1.85456824756693
9.46267599999905,3.02912699081935
9.47964799999446,3.04648500180338
9.49858299999684,3.01337620307459
9.51740399999917,0.699296183185652
9.53480799999833,0.173412739299238
9.55156199999899,0.180805966199841
9.57028099999577,0.0303698710049503
9.59144799999893,1.53023059788393
9.61027799999714,2.99376807955559
9.63187399999797,2.70928956620628
9.65137799999863,0.660079936147667
9.67192599999905,0.0110831921338104
9.6918599999994,1.99953978374833
9.71452099999785,3.0705933503923
9.75071999999881,0.811158920638263
9.77124399999529,0.00465429917676374
9.78986999999732,0.271131912246346
9.80966899999976,2.80958029633621
9.82692099999636,2.99794685997767
9.8448539999947,3.0079116440611
9.86556699999422,2.16636955598369
9.88332299999893,1.33382791804615
9.90272699999809,0.0429062122711912
9.92198799999803,0.020405086921528
9.94028899999708,0.562682207848411
9.95823900000006,1.77099263912532
9.97828299999982,3.01466198166599
9.99658799999952,3.04648500180338
10.0139890000001,3.07509357546223
10.0320459999964,2.56110358354636
10.0507609999999,0.621506578405388
10.069435999997,0.0448348801583052
10.0882509999946,-0.00723915279377252
10.1066959999949,0.263417240697891
10.1248479999974,1.3119696819922
10.144112999998,3.0011613064562
10.1625859999955,3.03973466419848
10.1802419999987,3.07091479504015
10.2023689999953,0.0535138856503181
10.220610999994,0.0178335297387093
10.2389649999961,-0.0242757191299461
10.2578729999959,1.07249341934221
10.2760759999976,2.66846609592903
10.294549999997,3.00919742265251
10.3138059999943,3.04423488926841
10.3325079999939,1.9471443061484
10.3521189999953,0.0483707712846808
10.3706989999935,0.012690415373072
10.3951339999959,3.02237665321445
10.4127159999982,3.04391344462056
10.4299450000003,3.04680644645123
10.4495419999957,1.7812788678566
10.469549999997,0.0390488764969632
10.4929279999956,2.59196226974018
10.5136259999946,3.05966423236532
10.5345859999955,0.428639789693989
10.5566059999987,0.0904800201533362
10.5793029999956,3.02141231927089
10.601048999995,0.970274021325167
10.6232329999954,0.304240710975137
10.6446499999985,3.01659064955311
10.6680339999944,0.666508829104714
10.6890449999943,0.108802365080919
10.7099699999988,2.78354327986017
10.7330389999971,2.08247250289423
10.7520189999938,0.0515852177632041
10.7740759999976,1.04613495821832
10.7966909999996,3.04744933574693
10.8184269999936,0.0901585755054839
10.8421769999936,1.74399128870573
10.863675999999,3.08634413813706
10.8873420000002,0.0287626477656886
10.9146039999947,3.07220057363156
10.9418469999954,1.61412765097339
10.9702289999947,0.0351915407227352
10.9992429999933,2.58328326424817
