Tiempo (s),Voltaje (V)
0.0926159999966621,1.82629572073347
2.25477699999511,1.73031376049039
2.30944399999827,1.72193949550274
2.34301399999857,1.70873392379144
2.36062399999797,1.68779826132231
2.37839599999785,1.67684729941539
2.39549899999797,1.68683199997758
2.41193699999899,1.66879512154264
2.42877300000191,1.67008347000228
2.44642899999768,1.68135651902412
2.46540299999714,1.69230748093105
2.48478799999505,1.72451619242202
3.14085599999875,1.78603483136976
3.15911299999803,1.72161740838783
3.17958900000155,1.70035965880379
3.20078400000185,1.74867272604024
3.22353599999845,1.77347343388828
3.24973900000006,1.72902541203075
3.26959399999678,1.77894891484175
3.28705900000036,1.79215448655304
3.30698299999535,1.74674020335078
3.32809600000083,1.69295165516087
3.34945899999887,1.71807445012382
3.36991899999976,1.77637221792247
3.39078499999642,1.72419410530711
3.41228999999911,1.65655581117608
3.43636199999601,1.75930160083226
3.45704399999976,1.71227688205545
3.47750899999589,1.64173980389023
3.49981399999559,1.64850363330333
3.51842199999839,1.6208041414211
3.53798399999738,1.64850363330333
3.55728099999577,1.57796655513812
3.57714699999988,1.54994497614098
3.59681700000167,1.5541321086348
3.6196269999966,1.72290575684747
3.63905200000107,1.79698579327669
3.65727300000191,1.74706229046569
3.67820199999958,1.77025256273919
3.70389099999517,1.9006978442776
3.75127600000054,1.79762996750651
3.76829999999702,1.82629572073347
3.78492799999565,1.81115762633272
3.80336599999666,1.76348873332608
3.82078400000185,1.76187829775154
3.839375,1.73256837029476
3.85823200000078,1.67845773498993
3.8778769999966,1.717430275894
3.89579599999636,1.53867192711914
3.91549700000137,1.68103443190921
3.93345099999756,1.89747697312851
3.95223600000143,1.98154171011993
3.97121299999952,1.71936279858346
3.98906099999696,1.69134121958632
4.00894900000095,1.68328904171358
4.02597999999672,1.72193949550274
4.04291799999774,1.65236867868225
4.06023600000143,1.66654051173828
4.07904100000113,1.64882572041824
4.09487200000137,1.65945459521026
4.11394099999964,1.67008347000228
4.13636100000143,1.76284455909627
4.15652499999851,1.72483827953693
4.1776099999994,1.71356523051509
4.20289899999648,1.86301365183317
4.22075599999726,1.90810584792052
4.24200499999523,1.69295165516087
4.26604100000113,1.6874761742074
4.28734300000221,1.87332043951028
4.31042899999768,1.68361112882849
4.33587200000137,1.70100383303361
4.35611199999601,1.74770646469551
4.37870399999619,1.57538985821884
4.39715399999917,1.73901011259295
4.4158219999969,1.66879512154264
4.43555600000173,1.75253777141916
4.45886699999869,1.62789005794912
4.47917000000179,1.62595753525966
4.50305399999768,1.73417880586931
4.52441399999708,1.74963898738497
4.55019399999827,1.73901011259295
4.57366499999911,1.60824274393963
4.60838300000131,1.94224708210095
4.64273299999535,1.57088063861011
4.67156499999762,1.77766056638211
4.69347100000083,1.60759856970981
4.71264299999923,1.64689319772879
4.7337180000022,1.71517566608964
4.75439999999851,1.75865742660244
4.77677600000054,1.66654051173828
4.79953499999642,1.69939339745906
4.83156599999964,1.69456209073542
4.85313099999726,1.8240411109291
4.87648200000077,1.7406205481675
4.89734399999678,1.26811875059502
4.91780799999833,1.81985397843528
4.93704399999976,1.717430275894
4.96033999999613,1.78442439579521
4.97996899999678,1.6307888419833
