Tiempo (s),Voltaje (V)
0.0658699999973178,0.0110831921338104
2.55950599999726,2.28144673991483
2.66235899999738,0.726297533605248
2.70587799999863,2.95744483434828
2.73034300000221,0.0400132104405202
2.75161500000209,0.687724175862968
2.77872699999809,0.667151718400419
2.79691499999911,0.0493351052282378
2.81883500000089,1.58069740759674
2.83739299999923,2.87483355985023
2.85698399999738,3.00823308870895
2.87478700000048,2.99537530279486
2.89133600000292,2.98926785448566
2.9070380000025,3.01787642814452
2.92318699999899,2.99408952420345
2.94152099999785,2.97255273279734
2.95990500000119,2.11493841232732
2.9785169999972,0.388137764064595
2.99543400000036,0.241559004643932
3.01291700000316,0.0621928911423311
3.03181599999964,-0.00370326166739687
3.04910100000352,-0.0165610475814901
3.06665900000185,0.25505967985373
3.08727400000393,2.6572155332542
3.11017400000244,1.61316331702983
3.1265680000037,2.02300524304155
3.14308100000024,2.04743503627833
3.15988700000197,1.78320753574371
3.17717899999768,1.26825320988428
3.19635400000215,0.0493351052282378
3.21441600000113,0.0162263064994477
3.23033600000292,0.0332628728356212
3.24620300000161,0.0528709963546135
3.26196899999678,0.266310242528562
3.27843699999899,0.318062830832787
3.29487900000066,0.707010854734108
3.3129469999969,0.0628357804380357
3.32981300000101,0.0490136605803855
3.34574599999934,0.067978894803673
3.36153999999911,0.411281778709963
3.37857299999893,0.473320595745463
3.39745000000298,0.0236195334000513
3.41533500000089,0.0281197584699839
3.43110199999809,0.011726081429515
3.44737900000066,0.0229766441043466
3.46409000000358,0.0226551994564943
3.48141899999976,0.00947596889454871
3.49839500000328,-0.0040247063152492
3.5152349999994,0.0991590256453492
3.53264599999785,0.40806733223144
3.54884700000286,-0.00981070997659117
3.56508399999887,-0.00177459378028288
3.58171400000155,0.00947596889454871
3.59831499999762,-0.00113170448457822
3.61492400000244,0.00368996523320675
3.63183600000292,0.0560854428331368
3.64941399999708,0.0261910905828699
3.66708900000155,0.337349509703927
3.6830719999969,0.204271425493062
3.69957500000298,0.0981946917017922
3.71897900000215,2.18694201344624
3.73666200000048,2.68357399437809
3.75298700000346,2.33609233004972
3.7756630000025,2.42609683144838
3.79232500000298,2.48781420383602
3.81001600000262,1.60544864548137
3.82672699999809,1.55851772689493
3.84769399999827,0.011726081429515
3.86359700000286,0.0339057621313259
3.87961200000346,0.0496565498760901
3.8953919999972,0.149304390710313
3.91177199999988,0.276275026611984
3.92745899999887,0.877697962743696
3.94297100000083,1.80699443968479
3.95848799999803,2.61864217551192
3.97480799999833,2.78932928352151
3.99043699999899,3.04519922321197
4.00628400000185,2.98733918659855
4.02180700000376,2.94844438420841
4.03876300000399,2.97223128814949
4.05503100000322,2.95101594139123
4.07106599999964,2.91919292125385
4.0879299999997,2.9391224894207
4.10571999999881,2.97769584716298
4.12195700000226,2.96548095054459
4.13724300000072,2.91565703012748
4.15387399999797,2.92497892491519
4.17074400000274,2.92851481604157
4.18816099999845,2.96258794871392
4.20349499999732,2.72696902183816
4.21974300000072,2.57717581593897
4.23555399999768,2.25862416991731
4.2524830000028,1.6707019089954
4.26856300000101,1.22775118425488
4.28488300000131,1.31839857494924
4.30199300000072,1.56366084126057
4.32243900000304,2.97287417744519
4.34056499999762,3.01434053701814
4.35728500000387,2.80636584985768
4.3766950000003,1.43218998028897
4.3965169999972,0.0589784446638077
4.41754699999839,0.888305636122823
4.43507400000095,1.65848701237701
4.45216000000387,1.76456374616828
4.4710530000031,2.62474962382112
4.49231099999696,2.28144673991483
4.51099700000137,0.770014005713165
4.52664500000328,1.41676063719206
4.5424849999994,2.30812664568657
4.5586400000006,2.38880925229751
4.57476099999994,2.7671496028197
4.59125500000268,2.83111708774231
4.60754299999773,2.9876606312464
4.62339100000262,3.00951886730036
4.63863700000197,2.97062406491023
4.65387700000405,2.88158389745513
4.66963199999929,2.47913519834401
